SAMPLE_KEY,PLATE_ID,WELL_POSITION,SITE,CPD_NAME,CPD_NAME_TYPE,SMILES,INCHIKEY,IMG_ERSyto,IMG_ERSytoBleed,IMG_Hoechst,IMG_Mito,IMG_Ph_golgi
P102785-G08-6,P102785,G08,6,CBK278090,Vistusertib,CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,JUSFANSTBFGBAF-IRXDYDNUSA-N,G08_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,G08_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,G08_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,G08_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,G08_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-G08-7,P102785,G08,7,CBK278090,Vistusertib,CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,JUSFANSTBFGBAF-IRXDYDNUSA-N,G08_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,G08_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,G08_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,G08_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,G08_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-G08-8,P102785,G08,8,CBK278090,Vistusertib,CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,JUSFANSTBFGBAF-IRXDYDNUSA-N,G08_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,G08_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,G08_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,G08_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,G08_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-G08-9,P102785,G08,9,CBK278090,Vistusertib,CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,JUSFANSTBFGBAF-IRXDYDNUSA-N,G08_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,G08_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,G08_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,G08_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,G08_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-G10-1,P102785,G10,1,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,G10_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,G10_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,G10_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,G10_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-G10-2,P102785,G10,2,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,G10_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,G10_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,G10_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,G10_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-G10-3,P102785,G10,3,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,G10_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,G10_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,G10_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,G10_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-G10-4,P102785,G10,4,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,G10_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,G10_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,G10_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,G10_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-G10-5,P102785,G10,5,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,G10_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,G10_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,G10_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,G10_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-G10-6,P102785,G10,6,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,G10_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,G10_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,G10_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,G10_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-G10-7,P102785,G10,7,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,G10_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,G10_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,G10_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,G10_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-G10-8,P102785,G10,8,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,G10_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,G10_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,G10_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,G10_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-G10-9,P102785,G10,9,CBK290812,BX-912,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,DMMILYKXNCVKOJ-UHFFFAOYSA-N,G10_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,G10_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,G10_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,G10_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,G10_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-G11-1,P102785,G11,1,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,P102785_G11_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,P102785_G11_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,P102785_G11_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,P102785_G11_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-G11-2,P102785,G11,2,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,P102785_G11_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,P102785_G11_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,P102785_G11_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,P102785_G11_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-G11-3,P102785,G11,3,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,P102785_G11_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,P102785_G11_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,P102785_G11_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,P102785_G11_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-G11-4,P102785,G11,4,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,P102785_G11_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,P102785_G11_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,P102785_G11_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,P102785_G11_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-G11-5,P102785,G11,5,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,P102785_G11_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,P102785_G11_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,P102785_G11_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,P102785_G11_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-G11-6,P102785,G11,6,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,P102785_G11_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,P102785_G11_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,P102785_G11_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,P102785_G11_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-G11-7,P102785,G11,7,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,P102785_G11_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,P102785_G11_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,P102785_G11_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,P102785_G11_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-G11-8,P102785,G11,8,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,P102785_G11_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,P102785_G11_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,P102785_G11_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,P102785_G11_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-G11-9,P102785,G11,9,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_G11_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,P102785_G11_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,P102785_G11_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,P102785_G11_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,P102785_G11_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-G12-1,P102785,G12,1,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,G12_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,G12_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,G12_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,G12_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-G12-2,P102785,G12,2,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,G12_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,G12_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,G12_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,G12_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-G12-3,P102785,G12,3,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,G12_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,G12_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,G12_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,G12_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-G12-4,P102785,G12,4,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,G12_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,G12_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,G12_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,G12_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-G12-5,P102785,G12,5,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,G12_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,G12_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,G12_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,G12_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-G12-6,P102785,G12,6,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,G12_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,G12_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,G12_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,G12_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-G12-7,P102785,G12,7,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,G12_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,G12_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,G12_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,G12_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-G12-8,P102785,G12,8,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,G12_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,G12_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,G12_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,G12_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-G12-9,P102785,G12,9,CBK289990,(S)-(+)-Dimethindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,MVMQESMQSYOVGV-UHFFFAOYSA-N,G12_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,G12_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,G12_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,G12_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,G12_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-G13-1,P102785,G13,1,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,G13_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,G13_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,G13_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,G13_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-G13-2,P102785,G13,2,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,G13_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,G13_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,G13_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,G13_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-G13-3,P102785,G13,3,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,G13_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,G13_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,G13_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,G13_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-G13-4,P102785,G13,4,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,G13_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,G13_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,G13_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,G13_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-G13-5,P102785,G13,5,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,G13_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,G13_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,G13_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,G13_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-G13-6,P102785,G13,6,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,G13_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,G13_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,G13_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,G13_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-G13-7,P102785,G13,7,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,G13_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,G13_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,G13_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,G13_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-G13-8,P102785,G13,8,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,G13_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,G13_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,G13_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,G13_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-G13-9,P102785,G13,9,CBK277968,Ruxolitinib,N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,HFNKQEVNSGCOJV-HNNXBMFYSA-N,G13_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,G13_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,G13_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,G13_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,G13_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-G14-1,P102785,G14,1,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,G14_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,G14_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,G14_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,G14_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-G14-2,P102785,G14,2,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,G14_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,G14_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,G14_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,G14_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-G14-3,P102785,G14,3,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,G14_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,G14_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,G14_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,G14_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-G14-4,P102785,G14,4,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,G14_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,G14_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,G14_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,G14_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-G14-5,P102785,G14,5,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,G14_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,G14_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,G14_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,G14_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-G14-6,P102785,G14,6,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,G14_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,G14_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,G14_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,G14_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-G14-7,P102785,G14,7,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,G14_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,G14_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,G14_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,G14_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-G14-8,P102785,G14,8,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,G14_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,G14_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,G14_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,G14_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-G14-9,P102785,G14,9,CBK290309,SU 3327,NC2=NN=C(S2)SC1=NC=C([N+]([O-])=O)S1,NQQBNZBOOHHVQP-UHFFFAOYSA-N,G14_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,G14_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,G14_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,G14_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,G14_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-G16-1,P102785,G16,1,CBK303892,AZ 191,CN2C=C(C3=CC=NC(NC4=C(OC)C=C(N5CCN(C)CC5)C=C4)=N3)C1=CC=NC=C12,ZYVXTMKTGDARKR-UHFFFAOYSA-N,G16_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,G16_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,G16_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,G16_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,G16_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-G16-2,P102785,G16,2,CBK303892,AZ 191,CN2C=C(C3=CC=NC(NC4=C(OC)C=C(N5CCN(C)CC5)C=C4)=N3)C1=CC=NC=C12,ZYVXTMKTGDARKR-UHFFFAOYSA-N,G16_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,G16_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,G16_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,G16_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,G16_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-G16-3,P102785,G16,3,CBK303892,AZ 191,CN2C=C(C3=CC=NC(NC4=C(OC)C=C(N5CCN(C)CC5)C=C4)=N3)C1=CC=NC=C12,ZYVXTMKTGDARKR-UHFFFAOYSA-N,G16_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,G16_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,G16_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,G16_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,G16_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
